t,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
1118656,0.427606,-7.667581,-1.510059,18.592232,27.282965,3.608377
1121658,-0.390954,-3.765373,-1.566258,19.204796,13.57209,6.297909
1124661,-0.239459,2.142915,-1.456303,17.903099,9.442079,-5.426922
1127663,-0.043982,3.403741,-1.610241,19.209579,18.281166,6.848258
1130663,-0.07086,3.787364,-1.720196,9.643075,5.685347,2.617748
1133666,0.498466,2.587625,-2.773328,-0.832702,12.638888,-2.096112
1136668,0.420275,3.0641,-2.685364,-17.084753,12.533606,-8.336594
1139670,0.161268,3.259577,-2.49233,-41.118267,8.877372,-10.609776
1142673,0,-0.386067,-0.965167,-30.522848,10.356135,-8.250452
1145675,0.009774,-1.77884,-0.662178,-18.865013,13.60559,-5.958128
1148676,0.178373,-2.482556,-0.926072,-15.376278,9.547362,-6.814759
1151678,0.432493,-3.806912,-1.194852,-12.179467,14.098512,-5.182854
1154680,-0.024435,-5.402492,-0.779464,-21.875183,7.034898,0.267996
1157682,0.522901,-5.932723,-1.094671,-19.79343,8.470592,-9.844072
1160685,1.097114,-2.23088,-0.542448,-13.304093,10.944772,-19.180866
1163687,0.759916,0.009774,0.080634,-15.270994,11.217554,-28.977083
1166690,0.205251,0.559553,-0.537561,-9.288938,8.111669,-19.9035
